product_code,detail_desc
504881,Sleeveless romper suit in soft organic cotton jersey with press-studs at the crotch.
506491,"Dress knitted in a soft, textured cotton blend with buttons on one shoulder and short raglan sleeves."
506494,"Romper suit in a soft cable knit containing some wool with moss-knit sections and a stocking-stitch back. Buttons down the front and legs, long raglan sleeves and ribbing at the cuffs and hem. Soft jersey lining."
506515,Fine-knit tights with an elasticated waist and intarsia motif.
506528,"Jacquard-knit jumper in a soft viscose blend with buttons at the back, long raglan sleeves and ribbing around the neckline, cuffs and hem."
506621,"Cardigan in a soft, jacquard-knit cotton blend containing some wool and glittery threads with buttons down the front, long raglan sleeves and ribbing around the neckline, cuffs and hem."
507320,Slippers with a concealed elastic trim around the top. Terry linings and insoles and soft imitation suede soles.
507412,"Pull-on shorts in soft cotton twill with an elasticated drawstring waist, fake fly, side pockets and a fake welt back pocket."
507651,Chinos in cotton twill with side pockets and a fake welt back pocket with a button. Adjustable waist and a fake fly with a decorative button.
507981,"Shirt in a cotton weave with a button-down collar, chest pocket and buttons down the front and at the cuffs. Rounded hem."
508643,"All-in-one suit in light, patterned sweatshirt fabric with a lined hood and zip down the front. Front pockets and ribbing at the cuffs and hem"
508789,Fine-knit socks in a soft cotton blend.
508843,Wrapover bodysuits in soft jersey made from organic cotton. Long sleeves and press-studs at one side and at the crotch.
511209,"Set with an all-in-one suit, bodysuit, trousers and a hat in organic cotton jersey. All-in-one suit with long sleeves, press-studs down the front and long legs with press-studs down the insides. Wrapover bodysuit with long sleeves and press-studs at the side and crotch. Trousers with a ribbed waist. Hat with a knot at the top."
511213,Fine-knit socks in a soft organic cotton blend.
511214,"Joggers in soft sweatshirt fabric made from an organic cotton blend with an elasticated waist, kangaroo pocket and ribbed hems."
511222,"Set with a hooded jacket and trousers in sweatshirt fabric. Jacket with a pile-lined hood, zip down the front, front pockets and ribbing at the cuffs and hem. Trousers with elastication and a tie at the waist and ribbed hems. Soft brushed inside."
511228,Trousers in marled sweatshirt fabric made from organic cotton with foldover jersey ribbing at the waist and hems. Soft brushed inside.
511242,"All-in-one suit in soft, patterned organic cotton velour with a hood and appliqué at the top. Zip down the front that continues along one leg, and ribbing at the cuffs and hems."
511245,"Set with an all-in-one suit, bodysuit, trousers and hat in organic cotton jersey. All-in-one suit with long sleeves, press-studs down the front and long legs with press-studs down the insides. Wrapover bodysuit with long sleeves and press-studs at the side and crotch. Trousers with a ribbed waist, and a hat."
511246,Socks knitted in cotton terry.
511250,"Set with a bodysuit and trousers in soft organic cotton jersey. Long-sleeved bodysuit with decorative buttons and a pocket at the top, and press-studs at the crotch and on the shoulders. Trousers with foldover ribbing at the waist, a fake fly and ribbed hems."
513692,Scratch mittens in soft organic cotton jersey with ribbed cuffs. No thumbs.
515748,T-shirt in soft cotton jersey with press-studs on one shoulder.
517054,"Pull-on trousers in soft, washed denim with ribbing and a drawstring at the waist. Front and back pockets, a fake fly and elasticated hems."
517180,5-pocket jeans in washed denim with worn details and detachable elastic braces. Adjustable elasticated waist with a press-stud.
518129,Fine-knit socks with a fold-down shaft and soft terry on the inside. (Sizes 3-7 with anti-slip protectors.)
518311,Fine-knit tights in a soft cotton blend with an elasticated waist.
519049,"All-in-one suit in marled, fine-knit thermal fleece with a stand-up collar, zip down the front and raglan sleeves."
519145,"Joggers in soft, light sweatshirt fabric with a washed look. Elasticated drawstring waist, a back pocket and legs with seams and narrow ribbed hems."
519242,"Textured-knit hat in a soft cotton blend with a small imitation leather appliqué, ribbing at the hem, earflaps and ties under the chin. Cotton jersey lining."
519293,Rib-knit hat with an appliqué on the turned-up hem and a faux fur pompom at the top.
520688,Padded ski mittens in wind- and water-repellent functional fabric with elastication and a hook and loop fastener at the top. Reflective details and a Thinsulate™ lining.
520963,Hat knitted in soft cotton with sewn-on ears at the top.
522590,Cotton joggers in a soft jacquard knit with elasticated ribbing and a drawstring at the waist and ribbed hems.
522952,Trousers in soft organic cotton jersey with an elasticated drawstring waist and ribbed hems.
523137,Top in cotton jersey with decorative bows at the top an opening with a button at the back of the neck and long sleeves with sewn-in turn-ups.
523479,"Long-sleeved bodysuits in soft, ribbed, organic cotton jersey with press-studs on one shoulder and at the crotch."
523607,"Long-sleeved top in soft, striped jersey with a press-stud on one shoulder."
523625,"Pyjamas in soft, organic cotton jersey. Top with a press-stud on one shoulder (except in sizes 1½-4Y). Bottoms with an elasticated waist and ribbed hems."
523944,Pyjamas in patterned organic cotton jersey. Long-sleeved top with a frill trim at the hem. Leggings with an elasticated waist.
524149,Fully lined cotton corduroy trousers with an elasticated drawstring waist and a back pocket. Jersey lining.
524454,"Lightly padded sleeping bag in soft, patterned cotton jersey with press-studs at the top and a jersey lining. Polyester padding. The sleeping bag is designed for indoor use."
525256,"Top in soft organic cotton jersey with a concealed press-stud on one shoulder, a scalloped neckline and short puff sleeves with a scalloped edge."
525563,"Bodysuit in soft, organic cotton jersey with a concealed press-stud on one shoulder, long sleeves and press-studs at the crotch."
525581,"Cardigan in soft, organic cotton jersey with a hood, chest pocket and press-studs down the front."
525621,Leather sandals with a perforated pattern and a hook and loop tab on one side. Imitation leather linings and insoles and soft imitation suede soles.
526434,"Top in soft sweatshirt fabric with buttons at the top, long sleeves and ribbing at the cuffs and hem."
527144,Baby Exclusive. Leather sandals with a strap with a hook and loop fastener at one side. Leather insoles and rubber soles (size Newborn-0 with soft soles).
527517,"Sleeveless romper suit in soft, organic cotton jersey with press-studs at the crotch (not in sizes 9M-4Y) and ribbed hems."
528627,"Chinos in stretch cotton twill with an adjustable waist with a press-stud, fake fly, side pockets and a fake back pocket."
529277,"Jumper in a soft, fine cotton knit with long sleeves and buttons on one shoulder."
530476,"Pull-on trousers in soft twill made from a cotton blend with an elasticated drawstring waist and fake fly. Side pockets, fake flap leg pockets, and elasticated hems."
530483,"Dungarees in stretch fabric with adjustable straps with press-studs and a chest pocket. Seam at the waist, press-studs at the sides, side pockets and fake back pockets. Concealed press-studs at the crotch and down the legs in sizes 4-12M."
531174,"Set with fleece-lined mittens and a fleece-lined hat in a soft, jacquard-knit cotton blend. Mittens with foldover, ribbed cuffs. Hat with a pompom on the top, earflaps and ties under the chin."
531551,"Hat and mittens in a cable-knit cotton blend containing some wool. Hat with a faux fur pompom on top, ribbed hem and earflaps with ties. Mittens with a ribbed foldover edge at the wrist. Fleece lining."
531565,"Warm-lined hat in woven fabric with earflaps, a turn-up peak and decorative ears at the top. Strap with a hook and loop fastening under the chin. Faux fur lining."
533022,Long-sleeved bodysuits in soft organic cotton jersey with press-studs on one shoulder and at the crotch.
533218,"Hooded top in organic cotton sweatshirt fabric with press-studs at the top, long sleeves, and ribbing at the cuffs and hem. Soft, lightly brushed inside."
533261,Long-sleeved bodysuits in soft organic cotton jersey with press-studs at the crotch.
533329,"All-in-one suit in soft organic cotton sweatshirt fabric with ribbing around the neckline, cuffs and hems, and press-studs on one shoulder, at the crotch and down the legs. Soft brushed inside."
533775,"Top in organic cotton sweatshirt fabric with long raglan sleeves, a press-stud at the back and a seam with a flounce at the hem. Soft brushed inside."
533970,Trousers in striped organic cotton bonded jersey with an elasticated drawstring waist and sewn-in turn-ups at the hems.
534996,"Set with a shirt and slipover in cotton. Shirt with a collar, buttons down the front and at the cuffs and a detachable bow tie with a plastic fastener. Slipover in a textured knit with a V-neck."
535016,Shorts in soft twill made from Tencel™ lyocell with an elasticated waist and side pockets. Fake fly and decorative button at the waist.
535555,"All-in-one pyjamas in a double layer of organic cotton jersey with one pattern on the outside and one on the inside. Long sleeves, long legs with ribbed hems, and press studs down the front that continue down one leg."
535610,"Patterned, padded all-in-one suit with a padded, pile-lined hood with ears on the top. Two zips down the front which continue down the legs, long raglan sleeves, elastication at the back and elastication with foldover ribbing at the cuffs and hems."
535614,"Coat in patterned faux fur with a collar, concealed press-studs and patch front pockets. Lined."
535922,"Set with a top and trousers in soft jersey made from an organic cotton blend. Top in soft velour with a motif on the front, a jersey-lined hood and buttons down the front. Small patch pocket at one side and double-layered front. Trousers with elastication and a decorative drawstring at the waist, and ribbed hems."
539351,Baby Exclusive. Top in organic cotton jersey with a print motif on the front. Concealed press-stud on one shoulder and sewn-in turn-ups at the sleeves.
539368,Baby Exclusive. Fine-knit hat in a soft blend of mulberry silk and cotton with a roll-edge hem.
539412,"Baby Exclusive. Fine-knit set in a soft silk and cotton blend. Long-sleeved jumper with buttons at the top and roll edges around the neckline, cuffs and hem. Trousers with an elasticated waist and roll-edge hems."
540922,All-in-one pyjamas in soft organic cotton jersey with a zip down the front that continues down one leg.
541492,"Dungarees in soft, stretch denim with adjustable straps with press-studs, a chest pocket and a seam at the waist with buttons at the sides. Front and back pockets and concealed fasteners at the crotch and down the legs in sizes 4-12M."
541500,"Shirt and trouser set in soft cotton. Long-sleeved twill shirt with a grandad collar, chest pocket, button placket and buttons at the cuffs. Trousers with an elasticated drawstring waist, side pockets and a fake welt pocket at the back. Jersey lining."
541778,Velour long-sleeved top in a cotton blend with long raglan sleeves and press-studs at the back.
542342,"Fully lined, patterned swimsuit with narrow shoulder straps, a frill at the top and a seam with a frill at the waist."
542343,Tankini top and bottoms. Striped top with a sailor collar and bow and a seam at the hem with a flounce. Bottoms with an elasticated waist.
542366,Patterned swim shorts with an elasticated drawstring waist and a fake fly. Soft mesh inner shorts.
542375,Swim shorts and top in UV-protective fabric. Top with long raglan sleeves. Shorts with a frill at the top and lined gusset. UPF 50.
542712,"Long-sleeved top in soft pile with embroidery on the front, press-studs on one shoulder and ribbing around the neckline, cuffs and hem."
542713,"Long-sleeved top in sweatshirt fabric with a print motif on the front and ribbing around the neckline, cuffs and hem. Soft brushed inside."
542917,"Long-sleeved top in soft, marled sweatshirt fabric with a print motif, press-studs at the neck and ribbing around the neckline, cuffs and hem. Soft brushed inside."
542991,"Long-sleeved bodysuit in soft cotton jersey with a collar, button placket and sewn-on bow tie. Buttons at the cuffs and press-studs at the crotch."
543105,"Long-sleeved top in sweatshirt fabric with a print motif on the front, opening with a button at the back of the neck and seam with a flounce at the hem."
543445,"Hat in a soft knit with a pompom on the top, small appliqué at the front, earflaps and ties under the chin. Fleece lining."
543910,"A-line dress in velour with a Peter Pan collar, long sleeves and press-studs at the back. Unlined."
544051,"Joggers in a soft jacquard knit containing some wool with elastication and a decorative drawstring at the waist, fake front pockets and ribbed hems."
544052,"Jacquard-knit jumper with an intarsia motif, a ribbed neckline with lapped shoulders, long sleeves and ribbing at the cuffs and hem."
544203,Cotton trousers in a textured knit with an elasticated drawstring waist.
544726,Fully lined twill 5-pocket trousers in a cotton blend with an adjustable elasticated waist and detachable fabric belt. Jersey lining.
544730,"Set with a cotton shirt and trousers. Long-sleeved shirt in cotton poplin with a detachable bow-tie. Velvet trousers with detachable braces, an adjustable elasticated waist, side pockets and a fly with a press-stud."
544866,"Jacquard-knit set of a cardigan and trousers in soft, organic cotton. Cardigan with long sleeves and wrapover fastening at the front. Trousers with an elasticated waist."
545085,"Baby Exclusive. Garter-stitched romper suit knitted in soft organic cotton with buttons at the top, crotch and down the legs. Long raglan sleeves and roll edges around the neckline, cuffs and hems."
545090,Tights in a soft cotton blend with an elasticated waist. One pair in a cable knit and one pair in a rib knit.
545439,"Leggings in soft, stretch denim with an elasticated waist, fake pockets at the front, real back pockets and seams at the knees."
545609,"Baby Exclusive. Down all-in-one suit with a detachable, jersey-lined hood and diagonal zip that continues down one leg. Ribbing around the neckline cuffs and hem and a contrasting colour lining. Filling 80% down, 20% feathers."
546441,"Warm-lined hi-tops in denim and imitation leather with a lightly padded edge and tongue. Elasticated lacing at the front, a zip in one side and a loop at the back. Fleece linings and insoles and rubber soles."
547441,"Slippers in a soft jacquard knit with a high shaft and hook and loop fastening at the back. Pile linings and soft, knitted soles with anti-slip protectors."
547613,"Leggings in soft, stretch twill with an elasticated waist, fake front pockets and real back pockets."
547615,"Pull-on trousers in soft twill with an elasticated drawstring waist, fake fly with decorative buttons, and leg pockets."
547616,"Dungarees in soft, stretch denim. Straps with adjustable press-stud fasteners at the top, and press-studs at the sides. Concealed press-studs at the crotch and down the legs in sizes 6-12M. Seam and belt loops at the waist, a fake fly, fake front pockets, real back pockets and elasticated hems."
547618,"Dungaree dress in soft stretch denim with adjustable straps with press-studs. Chest pocket, fake front pockets, press-studs at the sides and one back pocket. Unlined."
548091,Fine-knit tights in a soft cotton blend with an elasticated waist and soft terry inside.
548127,"Sleeveless bodysuits in soft cotton jersey with a decorative bow at the top, lace trims around the neckline and armholes and press-studs at the crotch."
548128,Long-sleeved tops in soft jersey.
548129,"Long-sleeved top in cotton jersey with a lace trim around the neckline, button placket and lace chest pocket."
548138,"Leggings in stretch denim with an elasticated waist, fake fly, fake front pockets and real back pockets."
548139,Soft jersey leggings in a cotton blend with an elasticated waist.
548436,Swim shorts and top in UV-protective fabric. Top with long raglan sleeves and a small collar. Shorts with an elasticated drawstring waist and lined front. UPF 50.
549635,"Baby Exclusive. Trousers in a soft, fine cashmere knit with an elasticated waist and ribbed hems."
549702,Patterned swimsuit with decorative bows on the shoulders and a lined gusset.
549720,"Patterned swimsuit with a frill around the neckline that continues over the shoulder straps, and a decorative bow at the back. Lined gusset."
549749,"Baby Exclusive. Dress in sturdy organic cotton jersey crêpe with a hood and concealed press-studs at the top. Kangaroo pocket, ribbed cuffs and slits in the sides."
549758,Baby Exclusive. Soft jersey hairband with a tie detail at the front and elastication at the back.
549961,"Dungarees in sweatshirt fabric made from soft organic cotton. Straps with press-studs, a kangaroo pocket and ribbing at the hems. Soft brushed inside."
550086,Baby Exclusive. Fully lined cardigan in a textured knit made from soft organic cotton. Hood with ear appliqués and a zip down the front.
550139,"Baby Exclusive. Down jacket with a soft velour lining and detachable faux-fur lined hood. Zip down the front and narrow elastication around the hood, cuffs and hem. Filling 80% down, 20% feathers."
550163,"Baby Exclusive. Down all-in-one suit with a soft velour lining and detachable faux-fur lined hood. Diagonal zip at the front that continues down one leg and narrow elastication around the hood, cuffs and hems. The cuffs and hems have foldover sections to enclose the hands and feet for added warmth. Filling 80% down, 20% feather."
550197,"Baby Exclusive. All-in-one suit in soft, jacquard-knit organic cotton with buttons at the top, crotch and down the insides of the legs."
550203,Baby Exclusive. Set with a top and joggers in marled slub cotton. Top with long raglan sleeves and buttons at the top. Joggers with an elasticated waist and side pockets.
550306,Soft leggings with a scalloped elasticated waist.
550471,"All-in-one pyjamas in soft, organic cotton jersey with long sleeves, long legs and press-stud fastenings."
550589,Trainers with hook and loop fasteners at the top and a lightly padded edge around the heels. Fabric linings and insoles and rubber soles.
551342,"Dungarees in soft organic cotton with frill-trimmed straps that cross at the back and fasten with a press-stud at the front. Elastication at the back of the waist, concealed press-studs at the crotch and down the legs, and ribbed hems."
551396,"Hat in a soft jacquard knit with a pompom on the top, earflaps and ties under the chin. Fleece lining."
551413,"Set with a bodysuit and pair of leggings in printed organic cotton jersey. Long-sleeved bodysuit with press-studs at the crotch. Leggings with wide, foldover ribbing at the waist."
551415,All-in-one suit in fine-knit thermal fleece with a lined hood and zips down the front. Ribbing at the cuffs and hems that can be turned down over the hands and feet.
551487,"Hat knitted in a soft cotton blend with faux fur pompoms on the top, a turned-up hem, earflaps and ties under the chin. Fleece lining."
551950,{b> <b}Knitted socks in cotton-blend terry. The cotton content is organic.
552550,Wrapover body in soft organic cotton jersey and velour trousers in a cotton blend. Body with long sleeves and press-studs at the side and crotch. Trousers with foldover ribbing at the waist and ribbed hems.
552803,"Sleeveless jersey romper suit in soft organic cotton with a press-stud on one shoulder, yoke, press-studs at the crotch and ribbed hems."
553869,"Top in lightweight sweatshirt fabric with a woven, printed chest pocket, dropped shoulders and concealed press-studs on one shoulder. Woven yoke at the back and ribbing around the neckline, cuffs and hem."
554866,"Set with a cotton top and joggers. Top in sturdy jersey with a button placket and ribbing at the cuffs and hem. Joggers with an elasticated waist, side pockets and ribbed hems. Soft brushed inside."
554897,"Baby Exclusive. Cardigan in soft, fine-knit merino wool with buttons down the front and front pockets."
555108,"Fine-knit dress in a soft cotton blend with a button at the back of the neck, long sleeves, a seam at the waist and a flared skirt in glittery tulle with a woven lining."
555470,"Long-sleeved top in organic cotton sweatshirt fabric with ribbing around the neckline, cuffs and hem."
555661,"Fully lined, 5-pocket jeans in washed stretch denim with an adjustable elasticated waist, fake fly with a press-stud and slim legs. Jersey lining."
555694,"Cap with embroidery on the front, a contrasting colour cotton twill peak and concealed elastication at the back. Lined."
555727,Soft cotton towel with a hood. Patterned velour front and terry back.
556106,Comfort blanket in soft velour and jersey with an animal-shaped head and paws. Polyester filling.
556350,"Jacket in soft washed denim with a collar, and press-studs down the front and at the cuffs."
556360,Padded gilet with a stand-up collar and fastening down the front. Lined.
556361,"Jacket in woven fabric with a stand-up collar and detachable hood with an elasticated edge. Zip down the front, elasticated cuffs and elastication at the hem. Lined."
556363,"Parka in soft, washed cotton twill with a detachable hood, a zip down the front, fake front pockets and elasticated cuffs. Cotton lining."
556364,"Jacket knitted in soft, thermal fleece with a stand-up collar, zip down the front and front pockets."
556498,"Jacket in water-repellent cotton with a detachable hood, press-studs at the top and a zip down one side. Elastication around the hood and cuffs. Rounded and slightly longer at the back. Lined. The jacket has a water-repellent coating without fluorocarbons."
557585,Sleep bag in patterned fleece with a press-stud on one shoulder and a concealed zip in one side that opens from the bottom. Jersey lining. The sleep bag is designed for indoor use only.
557706,"Set of a top and dungarees in jersey. Long-sleeved top with a press-stud on one shoulder. Dungarees with adjustable straps, a kangaroo pocket at the front and elastication at the back of the waist."
557849,"Jacquard-knit set of a hat and tube scarf in a soft cotton blend containing some wool. The hat has a pompom at the top, a ribbed hem and ties. The tube scarf has ribbed hems. Width of tube scarf 24 cm, circumference 41 cm."
558703,"Set with a dress and leggings in soft jersey. Dress in patterned cotton with 3/4-length sleeves with frilled cuffs, fastening with concealed press-studs at the back, a seam at the waist and a gently flared skirt. Leggings with an elasticated waist and scalloped hems."
558801,"Set with a dress and tights. Flared, long-sleeved dress in soft, printed sweatshirt fabric with a frill trim on the shoulders and a soft brushed inside. Fine-knit, cotton-blend tights with an elasticated waist."
559162,"Long-sleeved top in soft, striped organic cotton jersey with press-studs on one shoulder (no press-studs in sizes 18M-4Y)."
559177,"Jacquard-knit jumper in a soft cotton blend with buttons on one shoulder, long raglan sleeves and ribbing at the cuffs and hem."
