product_code,detail_desc
425217,Sarong in an airy weave. Size 140x150 cm.
431570,"Scarf in a soft, loose weave with fringe trims on the short sides. Size 80x200 cm."
433774,Earrings in coloured metal with a faceted plastic stone. Size approx. 4.5 cm
436570,"Small shoulder bag in grained imitation leather with a narrow, detachable shoulder strap, flap with a magnetic fastener, and two inner compartments. Lined. Size 15x20 cm."
436577,Hair elastic with a decorative cuff detail. The hair elastic is fixed to the inside of the cuff. Width 2.5 cm.
438147,"Sunglasses with plastic and metal frames and UV-protective, tinted lenses."
438460,"Thin metal chain necklace with a flat, round pendant. The necklace is plated with 22 carat gold. Adjustable length 39-45 cm."
451209,Earrings in metal decorated with glass sparkly stones. Length 3 cm.
451704,"Suede shoulder bag with two handles, a narrow detachable shoulder strap, one small outer compartment with a zip and a keyring that is attached with a strap. Zip at the top and two smaller inner compartments, one with a zip. Lined. Size 8x15x22 cm."
451744,"Shopper in paper straw with two imitation leather handles and a zip at the top. Two inner compartments, one with a zip. Lined. Depth 17 cm. Height 38 cm. Width 38 cm."
451774,"Shoulder bag in grained imitation leather with a narrow, detachable shoulder strap, zip at the top and a zipped inner compartment. Lined. Size 6x16x24 cm."
452511,Thin metal chain necklaces with round pendants. Adjustable length 43-51 cm and 50-58 cm.
453345,Narrow belt in imitation leather with a metal buckle. Width approx. 2 cm.
453358,Narrow belt in imitation leather with a metal buckle. Width 2.5 cm.
453585,Narrow imitation leather belts in different designs with a metal buckle. Width 1.2 cm.
458032,"Ankle boots with a zip in one side and a loop at the back. Satin linings, imitation leather insoles and rubber soles. Heel approx. 6.5 cm."
460363,"Trainers with lacing at the front, a lightly padded edge and tongue, fabric linings and insoles and rubber soles."
461414,Soft loafers with soft heel caps so they can also be worn as slip-ons. Leather linings and insoles and rubber soles. Heel 2 cm.
466006,Plastic bottle with a screw top with an adjustable spout and internal straw. Size 7.5x7.5x21 cm. Capacity 650 ml.
470985,Trainers in cotton canvas with lacing at the front and a loop at the back. Cotton linings and insoles and thermoplastic rubber (TPR) soles.
471566,Leather loafers with pointed toes and a tab across the front. Leather linings and insoles and rubber soles. Heel 3.5 cm.
472243,Cap in print-patterned satin. Lined.
472844,"Sunglasses with plastic frames and UV-protective, tinted lenses."
473497,"Shopper in soft, supple suede with two handles at the top, decorative seams front and back and a shimmering metallic inside. Unlined. Size 36x52 cm."
473507,Shopper in supple imitation leather with two handles and a magnetic fastener at the top. Unlined. Size 17x28x32.5 cm.
475762,"Shopper in grained imitation leather with two handles, a gold-coloured zip at the top and three inner compartments, one with a zip. Gold-coloured zips at the sides to adjust the size of the bag. Lined. Size 14x30.5x43 cm."
478298,Hairbands in elasticated cotton jersey.
478641,Round metal earrings with sparkly stones. Diameter 3 cm.
478646,"Short, three-strand necklace made up of different metal chains, the longest with a round pendant. Adjustable length, 42-49 cm."
479025,Hair decoration with fabric flowers and leaves on plastic-coated metal wire.
481347,"Sunglasses with patterned acetate frames and UV-protective, polarised lenses. Supplied in a fabric storage pouch."
481540,"Metal and plastic keyring with a padded faux fur heart, carabiner hook and decorative charms. Length 16 cm."
481777,"Sunglasses with metal frames and UV-protective, tinted lenses."
481781,"Round sunglasses with metal and plastic frames and tinted, UV-protective lenses."
483597,"Sandals with wrapover straps at the front and an adjustable fastening at the heel. Imitation leather insoles, and imitation cork wedge heels with rubber soles. Platform front 4.5 cm, heel 12.5 cm."
485414,Aviator style glasses with metal frames and clear lenses.
486462,"Metal keyring with a carabiner hook and soft faux fur pompom. Diameter 5 cm, length approx. 12 cm."
488682,Long metal earrings with plastic sparkly stones. Length 9.5 cm.
489215,Round metal studs. Diameter approx. 0.8 cm.
489435,Sandals with open sides and toes and crossover straps at the front. Imitation leather insoles.
489607,"Small bag in regenerated leather with a narrow metal chain shoulder strap, a decorative metal ring on the flap and two inner compartments. Lined. Size 4x13x21 cm."
492841,"Court shoes with pointed toes, imitation leather linings and insoles and rubber soles. Covered heels 8 cm."
492876,"Poncho in an airy crinkled weave containing glittery threads, that is open at the front and sides. Fringe trims."
492894,Long poncho in patterned chiffon with open sides with a button at each side.
493826,"Chelsea boots with elastic gores in the sides, a loop at the back, fabric linings and insoles, and rubber soles. Heel 4 cm."
493995,"Ankle boots with a zip in the side, satin linings, imitation leather insoles and rubber soles. Covered heel approx. 6 cm."
499375,"Watch with a metal-link bracelet and adjustable fastening. Diameter of face 3.8 cm. Width of links 1 cm, length of bracelet 22 cm."
499807,"Sunglasses with metal frames and tinted, UV-protective lenses."
500435,Scarf in a patterned weave that can also be tied as a hairband. Size 50x50 cm.
502224,"Warm-lined Chelsea boots with elastic gores in the sides and a loop at the back. Faux fur linings, imitation leather insoles and chunky thermoplastic rubber (TPR) soles. Heel 3.5 cm."
502836,Large metal earrings with tear-shaped plastic beads and fabric tassels. Length 7 cm.
503475,"Court shoes with pointed toes. Jersey linings, leather insoles and rubber soles. Covered heels 8 cm."
504263,"Wash bag in printed, transparent plastic with a closure at the top for practical storage of items such as wet swimwear. Size 22x32 cm."
504890,Large metal earrings with faceted plastic beads. Diameter approx. 3.5 cm.
505991,Imitation leather keyring with a round metal ring.
506195,Hairband of braided imitation suede with decorative fabric flowers and elastic at the back of the neck.
507399,"Lace choker with an adjustable metal fastener. Adjustable length, 30-37 cm."
508320,"Chokers in thin metal in various designs. Adjustable length, 28-34 cm."
509653,"Shopper in paper straw with two imitation leather handles, a zip at the top and two inner compartments. Lined. Size 12x41x54 cm."
510414,Toe-post sandals with a decorative knot at the front and an adjustable heel strap. Imitation leather insoles and rubber soles.
510415,Sandals in imitation suede with imitation leather insole and rubber soles. Heel 2 cm.
510420,"Mules with open toes, leather linings and insoles, and covered heels approx. 2.5 cm."
510618,"Small handbag in sturdy grained imitation leather with a detachable shoulder strap, two handles, studs on the base and a tab decorated with a chunky metal chain that clips into a fastener on one long side. Two inner compartments, one with a zip. Unlined. Size 10x22.5x32 cm."
510724,"Elastic hairband with large, decorative flowers."
511081,"Sunglasses with plastic and metal frames and UV-protective, tinted lenses."
511105,"Sunglasses with plastic and metal frames and UV-protective, tinted mirrored lenses."
511783,"Scarf in soft, fine knit with a brushed finish. Fringes on the short sides. Size 65x180 cm."
511801,Scarf in a soft weave with a brushed finish and fringes. Size 60x180 cm.
511802,Large scarf in a soft weave. Size 90x170 cm.
511803,Scarf in a soft weave with a lightly brushed finish and frayed edges. Size 70x200 cm.
512417,Court shoes in imitation suede with peep toes and open sides. Imitation leather linings and insoles and rubber soles. Covered heels 8 cm.
512428,"Satin sandals with square toes, a toe loop and lacing at the front with long straps that tie around the leg. Imitation leather linings and insoles and rubber soles. Covered heels 8 cm."
512630,"Sock-style court shoes in imitation leather with a jersey top section, pointed toes and covered heels. Satin linings, imitation leather insoles and rubber soles. Heel 6 cm."
512631,"Leather ankle boots with a decorative welt seam round the soles, lacing at the front and a visible zip at the back. Fabric linings and insoles and chunky rubber soles. Heel 11 cm."
512640,"Hi-tops in imitation suede with imitation leather sections, and concealed elastic gore in the sides. Faux fur linings and insoles and rubber soles."
512964,Glasses with plastic frames and clear lenses.
512988,Lint roller with patterned sheets.
512989,Umbrella with a telescopic handle and matching cover. Length 23 cm folded.
513005,Metal keyring with an imitation leather strap and small carabiner hook with a charm. Detachable strap with a metal clip lock. Total length 50 cm.
513007,Water bottle in print-patterned plastic with a screw top and fabric strap. Capacity 550 ml.
514134,"Ankle boots with elastic gores in the sides, faux fur linings and insoles and thermoplastic rubber (TPR) soles. Heel 9 cm."
514138,"Warm-lined boots in imitation leather and imitation suede with a high shaft with a padded edge, laces at the front and a loop at the back. Pile linings, imitation leather insoles and a chunky rubber sole. Heel 4.5 cm."
514157,"Ankle boots in imitation suede with covered block heels and a soft shaft with a zip in one side. Fabric linings, imitation leather insoles and rubber soles. Heel 7 cm."
515074,"Flats with pointed toes, wrapover sides and elastication at the heels. Fabric linings, imitation leather insoles and rubber soles."
515581,"Sturdy, round, imitation leather shoulder bag with a quilted front. Zip at the top, one small inner compartment and a metal chain shoulder strap. Lined. Size 5x18.5 cm."
516840,"Glittery ribbon chokers with a fastener at the back. Width approx. 1 cm. Adjustable length, 30-37 cm."
516859,Belt in embossed imitation leather with a metal buckle. Width 3 cm.
516951,Leather belt. Width 2.3 cm.
517724,"Hairband with a braided imitation suede band, fabric flowers, and elastic at the back."
517729,Hairband with a knot detail at the front and covered elastic at the back.
517732,Hairband of braided imitation suede with decorative fabric flowers and elastic at the back of the neck.
517739,Scarf in woven fabric with fringes along the short sides. Size 100x200 cm.
517762,"Sandals in imitation suede with straps over the foot and ribbed elastic around the heel. Imitation leather linings and insoles and rubber soles. Covered block heels, 6.5 cm."
517880,Scarf in a soft weave with a lightly brushed finish and fringe trims along the short sides. Size 80x200 cm.
517937,Suede gloves. Lined.
518166,"Gloves in soft, supple leather with a zip at the top. Lined."
518765,"Imitation suede mules with open toes, imitation leather insoles and rubber soles. Covered heels, 7 cm."
519169,Beach towel in a soft cotton weave with fringes on the short sides. Supplied with a carry strap. Size 100x180 cm.
519604,"Short, three-strand metal necklace. Adjustable length, 31-39 cm."
519987,Braided hairband in a soft rib knit.
520736,"Shopper in grained imitation leather and imitation suede with matching clutch attached with a metal chain. Shopper with two shoulder straps with metal decorations and a tab with a carabiner hook on the inside to close the bag. Clutch with a zip at the top. Unlined. Size of shopper 14x32x40 cm, size of clutch 21x30 cm."
521266,"Gloves in soft, supple imitation leather. Lined."
521660,"Hat in a soft, chunky rib knit with a faux fur pompom on the top and sewn-in turn-up."
521661,Hat in a soft fine knit with a brushed finish and ribbed turned-up hem.
521804,Scarf in a soft wool weave with fringes on the short sides. Size 45x190 cm.
521805,"Woven scarf with a soft, brushed finish and fringe trims on the short sides. Size 60x200 cm."
521807,Scarf in a soft weave with a brushed finish and fringe trims on the short sides. Size 40x210 cm.
521810,Scarf in a soft weave with a brushed finish and fringe trims on the short sides. Size 60x200 cm.
521817,"Soft, knitted tube scarf with a brushed finish. Width 55 cm, circumference 150 cm."
521978,"Knee-high boots in suede with pointed toes. Fabric linings, leather insoles and rubber soles. Heel approx. 9 cm."
522461,Headband knitted in soft cashmere with a wrapover front.
522518,Narrow waist belt in imitation leather with a metal decoration at the front and an elastic strap with a metal fastener at the back. Width 2 cm.
523488,Sturdy hair elastics without metal clips. Diameter 5.5 cm.
523489,Jersey hair elastics without metal clips.
523490,Coiled plastic hair elastics.
523518,"Braided waist belt with a knot detail at the front. Metal fastener with a carabiner hook and chain with a decorative charm at the end. Adjustable length, 76-87 cm."
523890,"Soft suede bag with a handle and a detachable, adjustable shoulder strap. Zip at the top, outer compartment with a drawstring and three inner compartments, one with a zip. Lined. Size 14x34x35 cm."
523891,"Leather handbag with a detachable shoulder strap, two handles, zip at the top and a tab and metal fastener. Three smaller compartments, one with a zip. Twill lining. Size 14x28x37 cm."
523892,"Soft leather handbag with two handles, a detachable adjustable shoulder strap, a zip at the top and one zipped inner compartment. Lined. Size 12x29x31 cm."
524770,Large square scarf in a soft weave with fringe trims along the sides. Size 130x130 cm.
524906,Small bag in grained imitation leather with a narrow shoulder strap and zip at the top. Lined. Size approx. 6x15x19 cm.
525111,Glasses with metal and plastic frames and clear lenses.
525241,"Hair scarf in an airy, patterned weave that can be tied around the head or neck. Size 16x22 cm."
525460,Satin hairband with a knot detail at the front and covered elastic at the back.
526825,"Sunglasses with metal frames and UV-protective, tinted lenses."
527383,Suede sandals with covered kitten heels. Leather insoles and rubber soles. Heel 5 cm.
527693,Hairband with pierced metal leaf decorations at the front and elastic at the back.
528255,Sunglasses with angular frames in tortoiseshell plastic with tinted UV-protective lenses.
528269,Glasses with plastic frames and clear lenses.
528466,Hairband of hole-patterned metal discs with elastic at the back of the neck.
528542,"Thin, textured metal earrings in various sizes and designs."
529551,Elasticated chokers with no fasteners.
529589,Thin metal rings in various sizes that can be worn on both the upper and lower part of the finger.
530035,Studs in the form of letters from A-Z. Length 0.5 cm.
530082,Thin embossed metal rings in various sizes that can be worn on both the upper and lower part of the finger.
530096,"Metal hoop earrings. Three different sizes: 2 cm, 4 cm and 6 cm."
530106,"Choker with sparkly stones and a metal fastener. Adjustable length, 26.5-34.5 cm. Width 2 cm."
530677,"Choker of thin metal chain with letter pendants. Adjustable length, 28-36 cm."
530687,Metal earrings with sequins and plastic beads. Size approx. 4.5 cm.
532224,Bracelets of metal and braided cord decorated with beads. Adjustable length.
532227,Bracelet in imitation leather with a decorative metal feather. Adjustable length.
532698,Waist belt in shimmering imitation leather with a fixed folding detail and metal loop. Elastic and a metal fastener at the back. Width approx. 4 cm.
532851,Double-layered headband in a mohair-blend knit with a decorative knot detail at the front.
532858,Hat in a ribbed wool-blend knit containing some cashmere with a faux fur pompom on the top.
533033,Hair decoration made of thin metal chains with pendants. Adjustable fastening.
533925,Smartphone case in soft silicone with a heart-shaped metal decoration at the top. Fits iPhone 6/6s/7/8.
534052,"Large, rolled hair elastics in elasticated jersey."
535176,Thigh boots with pointed toes and a half-zip in the side. Imitation leather insoles and rubber soles. Covered heels 10.5 cm.
536246,Soft silicone smartphone case. Fits iPhone 6/6s.
536358,Metal hoop earrings. Two different sizes: 4.5 cm and 7.5 cm.
536584,"Suede and leather shoulder bag with a handle, adjustable shoulder strap and zip at the top. Flap with a magnetic fastener and metal decoration, and a zipped inner compartment. Lined. Size 10x21x31 cm."
536663,"Court shoes with pointed toes, leather linings and insoles and rubber soles. Heel 10 cm."
536934,Imitation leather cap with a cotton lining.
536967,Hat in a soft knit with a roll-edge hem.
537074,"Knee-high boots in imitation leather with a shimmering metallic finish, asymmetric shaft and pointed toes. Jersey linings, imitation leather insoles and rubber soles. Covered heels 9.5 cm."
537076,"Ankle boots with rounded toes and a zip in the side. Twill linings, leather insoles and rubber soles. Heel 7 cm."
537183,Scarf in a soft jacquard weave containing some wool with fringes on the short sides. Size 50x180 cm.
537878,Tube scarf in a textured-knit wool blend. Size 40x140 cm.
539307,Platform ankle boots with a zip in the side. Faux fur linings and insoles and chunky rubber soles. Platform 4 cm.
539522,Shoulder bag in grained imitation leather with a flap and zip at the top and a zipped inner compartment. Lined. Size 12x25x28 cm.
539744,"Imitation leather boots with a padded edge, lacing at the front and loop at the back. Fabric linings, imitation leather insoles and chunky rubber soles. Heel 10 cm."
540008,"Ankle-high trainers with elastic gores in the sides. Mesh linings and insoles, rubber soles."
540771,"Small, sturdy leather shoulder bag with suede details and a flap with a decorative detail and concealed magnetic catch. One inner compartment and a wide, adjustable shoulder strap with metal buttons. Lined. Size 5.5x14x20 cm."
540781,"Leather shoulder bag with a metal chain shoulder strap with intertwined leather cord, a flap with two magnetic fasteners, a compartment and zipped inner pocket. Lined. Size 11x10.5x27 cm."
541205,Sunglasses case in scuba fabric with a raised motif. Opening at one short end. Size 9x18.5 cm.
541758,Hair elastics with a knot. Width 1.5 cm.
541906,"Chokers in diffrent styles, one in velvet and two in lace. Metal fasteners. Adjustable length, approx. 30.5-38 cm."
542913,"Suede boots with a zip at the back, faux fur linings and insoles and rubber soles."
543502,"Platform shoes in imitation leather with a metallic surface, pointed toes and lacing at the top. Imitation leather linings and insoles and rubber soles. Platform 7.5 cm."
544155,Metal hoop earrings. Two different sizes: 4 cm and 7 cm.
544895,"Bracelets in various designs, two with elastic and three in an adjustable length."
545009,"Chokers in fabric with a metal fastener at the back. Adjustable length, 30-38 cm."
545258,"Court shoes with pointed toes, imitation leather linings and insoles and rubber soles. Covered heels 10.5 cm."
545290,"Satin court shoes decorated with sparkly stones. Pointed toes, imitation leather linings and insoles and rubber soles. Covered heels 8 cm."
545419,"Weekend bag with two handles and a zip at the top, a detachable adjustable shoulder strap and press-studs in the sides that can be unfastened to make the bag more spacious. Three inner compartments, one with a zip. Lined. Size 21x39x41 cm."
545473,"Shopper in grained imitation leather with two handles and a zip at the top, three inner compartments, one with a zip, and studs on the bottom. Lined. Size 15x30x36 cm."
545536,Scarf in a soft weave with fringes on the short sides. Size 90x110 cm.
545540,"Large scarf in an airy, patterned weave with a frayed, raw-edge hem. Size 158x210 cm."
545706,Hairband of braided imitation suede with decorative fabric flowers and elastic at the back of the neck.
546025,Metal double-hoop earrings. Total length 8.5 cm.
546050,"Loafers with a grosgrain trim around the top, satin linings and insoles and rubber soles."
546128,"Chokers in various designs. Two in narrow velvet ribbon, one with a sparkly stone pendants. One in thin metal chain. Adjustable length, 29-37 cm and 38-46 cm."
546141,"Mesh choker. Adjustable length, 30-37 cm."
546520,"Metal choker. Adjustable length, 26.5-34.5 cm. Width 2 cm."
546579,Thin metal hoop earrings. Diameter approx. 4.5 cm.
546673,Metal studs in various sizes and designs. Size from 0.2 cm to 0.7 cm.
546684,"Bag in sturdy, grained imitation leather with a narrow shoulder strap, zip at the top and inner compartment. Lined. Size approx. 6x15.5x24 cm."
546721,Boots in imitation leather and imitation suede with lacing. Faux fur linings and insoles and rubber soles. Platform 3 cm.
547058,Chelsea boots in grained leather with elastic gores in the sides and a loop at the back. Leather linings and insoles and rubber soles. Heel 3.5 cm.
547393,Jersey scrunchie
547607,"Sunglasses with metal frames and UV-protective, tinted lenses."
550003,"Viscose velvet chokers in various sizes. Width from 0.5 cm to 2 cm. Adjustable length, 29.5-38 cm."
550021,Thin metal chain necklace with a round pendant.
551300,"Hobo bag in grained imitation leather with a detachable adjustable shoulder strap, zip at the top and an three inner compartments, one with a zip. Lined. Size 16x30x36 cm."
552272,"Chokers. One made of narrow velvet ribbon and the other of heart-shaped metal links. Adjustable length, 27-38 cm."
552279,Small rechargeable battery for charging smartphones etc. Supplied with a charging cable that has a USB type A connector at one end and a USB Micro B at the other. Input/output: 5 V. Contains a lithium battery with 2600mAh capacity. Charge time 3 hours. Size 2x9 cm. The cable is only for charging and synchronisation via a computer.
552496,"Small shoulder bag in imitation leather with a decorative tab with metal letters on the flap and a concealed magnetic fastener. Detachable, adjustable metal chain shoulder strap. Lined. Size 6.5x15x19 cm."
552497,"Small shoulder bag in grained imitation leather with a narrow shoulder strap at the top, flap with a twist lock metal fastener, and one inner compartment. Lined. Size approx. 5x16x20 cm."
552501,Metal stud earrings in different colours.
552570,Shoulder bag in grained imitation leather with real suede details. Narrow shoulder strap with carabiner hooks at both ends and a zipped inner compartment. Lined. Size 18x24 cm.
552571,Bag in grained imitation leather with a narrow metal chain shoulder strap and flap with a metal edge and magnetic fastener. One zipped inner compartment. Lined. Size 6x14x20 cm.
552617,"Metal watch with an adjustable strap in imitation leather with a metal buckle. Width of strap 2 cm, total length 23 cm. Diameter of watch 4 cm."
552664,"Handbag in grained imitation leather with two handles and a narrow, detachable shoulder strap. Two outer compartments and a lined inner compartment with a zip at the top. Press-stud closures and studs at the base. Size 14x24x34 cm."
552716,"Shopper in grained imitation leather with two handles, a magnetic fastener at the top and one zipped inner compartment. Unlined. Size 33x36x48 cm."
552871,"Imitation leather shopper with two handles at the top, a shoulder strap and two inner compartments, one with a zip. Unlined. Size 13x29x33 cm."
552930,Metal studs in various designs. Size approx. 0.8 cm.
553048,"Rigid clutch bag in a jute and cotton blend with a gold-coloured metal frame, raffia motif on the front and smooth back. Metal chain shoulder strap and a clasp fastening. Fabric lining. Size approx. 5x10x16 cm."
553055,"Small, sturdy, imitation leather shoulder bag with a quilted front, zip at the top and one small inner compartment. Strap in imitation leather and metal chain. Lined. Size 5x13x19.5 cm."
553057,"Small straw bag with two handles at the top, an imitation leather shoulder strap and a sewn-in lining with a drawstring at the top. Size approx. 15x20x24 cm."
553067,"Imitation leather shoulder bag with a fixed shoulder strap, flap with a decorative fabric appliqué, magnetic fastener and one inner compartment. Size 6x19x20.5 cm."
553068,Small shoulder bag in imitation leather with decorative studs on the flap and a magnetic fastener. Chain and imitation leather shoulder strap and three small inner compartments. Unlined. Size 4x11x18 cm.
553069,"Round handbag in braided paper straw with imitation leather details. Two handles and a zip at the top, a narrow shoulder strap and an inner compartment. Lined. Width 6 cm, diameter 25 cm."
553139,Waist belt in imitation leather with decorative antiqued metal buckles. Elastication at the back and a metal fastener.
553611,Court shoes with pointed toes and covered heels. Imitation leather linings and insoles and thermoplastic polyurethane (TPU) soles. Heel 8 cm.
554168,Hat in a soft rib knit with a sewn-in turn-up at the hem with a decoration.
554792,Narrow belt in imitation leather with a metal detail at one end and a metal buckle. Width 2.5 cm.
554952,Ballet pumps in imitation suede with a bow on the front and grosgrain trim. Faux fur lining and insoles and rubber soles.
555564,Narrow belt in imitation leather with a metal buckle. Width 2.5 cm.
555795,Cap in a textured weave containing some wool.
555817,"Metal hoop earrings. Three different sizes: 3.5 cm, 4 cm and 6 cm."
556055,Scrunchie covered in a paisley-patterned weave.
556438,"Court shoes in imitation suede with pointed toes and covered block heels. Satin linings, imitation leather insoles and thermoplastic rubber (TPR) soles. Heel 7.5 cm."
556439,"Peep-toed platform ankle boots with a cut-out section and an ankle strap with an adjustable metal buckle. Covered heels and platform, satin linings, imitation leather insoles and rubber soles. Platform front 1 cm, heel 11 cm."
556539,Velour-covered hair elastic.
556545,"Court shoes in satin with a sheen. Round toes, an ankle strap with an adjustable fastening, imitation leather linings and insoles and rubber soles. Covered heels approx. 5.5 cm."
556549,"Sandals with wrapover straps at the front and elastication in the sides. Imitation leather linings and insoles, and rubber soles. Covered heels 8 cm."
556555,Fabric mules with pointed toes and a decorative knot detail at the front with a sparkly stone decoration on top. Imitation leather linings and insoles and rubber soles. Covered heels approx. 6 cm.
556589,"Shopper in grained imitation leather with two handles at the top and a magnetic press-stud fastener. Unlined. The matching clutch bag is attached to one handle, has a zip at the top and is lined. Size of handbag 15x32x46.5 cm. Size of clutch 22x32 cm."
556653,Imitation leather sandals with straps at the front and elastication at the back of the heel. Imitation leather insoles and rubber soles. Covered heels 6 cm.
556655,Sandals with an adjustable ankle strap with a metal buckle. Imitation leather linings and insoles and rubber soles. Covered heels 8 cm.
556658,Canvas sandals with an adjustable ankle strap with a metal buckle. Heels and a platform covered in braided fabric containing some jute. Imitation leather linings and insoles and rubber soles. Platform front approx. 3 cm. Heel approx. 10 cm.
556669,"Imitation leather handbag with a decorative metal lock, two handles and a zip at the top. Detachable shoulder strap and one large compartment with three inner compartments. Lined. Size 14x28.5x35 cm."
556674,"Imitation suede sandals decorated with sequins and faceted plastic beads. Adjustable ankle strap with elastic and a metal buckle, imitation leather linings and insoles and rubber soles. Covered block heels 5.5 cm."
556675,"Platform sandals in imitation suede with an elasticated ankle strap and braided jute trims around the heels and soles. Imitation leather insoles and rubber soles. Platform front 3 cm, heel 10 cm."
556677,Wedge-heel sandals with a braided jute trim around the soles. Imitation leather insoles and thermoplastic rubber (TPR) soles. Heel 9 cm.
556678,"Imitation suede mules with open toes, a wide strap at the top and covered, adjustable fastener. Imitation leather insoles and rubber soles. Covered heels, 3.5 cm."
