product_code,detail_desc
315509,Scarf in a soft weave with fringes on the short sides. Size 50x180 cm.
315795,Adjustable braces in herringbone-patterned elastic with metal fasteners and imitation leather details.
315987,"Double-layered hat in a soft, fine knit."
316008,"Scarf in a soft, patterned weave. Size 60x200 cm."
318238,Adjustable elastic braces with metal fasteners and leather details.
319906,Imitation suede slippers with soft pile linings and fluted soles.
320524,Fine-knit scarf with fringes on the short sides. Size 30x180 cm.
321591,Scarf in a soft rib knit. Size 25x170 cm.
322322,"Hat in a soft, rib-knit wool and nylon blend."
331072,"Chelsea boots with elastic gores in the sides, cotton canvas linings and insoles and rubber soles. Heel 2.5 cm."
337991,Leather belt with a metal buckle. Width 3 cm.
338016,Leather belt with an antiqued metal buckle. Width approx. 3.5 cm.
339252,Hat in braided paper straw with a grosgrain band. Width of brim 5.5 cm.
340546,"Long-sleeved  jumper in a soft, fine cotton knit with a round neck."
341242,"Suit waistcoat in woven fabric with lining fabric at the back. Buttons at the front, a chest pocket, welt front pockets and an adjustable tab at the back. Lined."
341782,T-shirt in soft jersey with raw edges.
342434,Double-layered hat in cotton jersey with a small appliqué at the hem.
342954,Top in sweatshirt fabric with a wraparound funnel collar with a drawstring and ribbing at the cuffs and hem. Soft brushed inside.
345922,"Tube scarf in a soft rib knit. Width 30 cm, circumference approx. 125 cm."
347182,Fabric belt with a metal buckle. Width 4 cm.
347200,Leather belt with a metal buckle. Width 3 cm.
350911,Pre-tied bow tie in a satin weave with an adjustable strap and fastening at the back. Width 11 cm.
351098,Scarf in a soft wool weave with fringes on the short sides. Size 32x180 cm.
351182,Gloves in soft suede with a wool-blend lining.
354307,"Derby shoes with open lacing, fabric insoles, and imitation leather and fabric linings. Rubber soles."
356004,"Top in sweatshirt fabric with long raglan sleeves, wrapover funnel collar with a drawstring, kangaroo pocket at the front and ribbing at the cuffs and hem. Soft brushed inside."
358383,Cap in woven fabric with an appliqué on the front and an adjustable plastic fastener at the back.
360950,"Sunglasses with plastic and metal frames and UV-protective, tinted lenses."
361531,"Aviator-style,tinted sunglasses with metal and plastic frames and UV-protective, tinted lenses."
362931,Long-sleeved T-shirt in waffled cotton jersey with ribbed cuffs.
365058,"5-pocket low-rise shorts in washed denim with hard-worn details, a button fly and sewn-in turn-ups at the hems."
366686,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
366859,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
367194,Gloves in soft leather with fine-knit cuffs and a tab with an adjustable press-stud fastening. Lined.
367376,Umbrella with a telescopic handle that folds up with a button on the handle. Matching case. Length 30 cm folded.
368300,"Shorts in soft, washed cotton twill with an elasticated drawstring waist, fake fly, side pockets and a welt back pocket."
370737,Sunglasses with plastic frames with metal details and UV-protective tinted lenses.
372576,"Trunks in stretch organic cotton jersey with flatlock seams, an elasticated waist, lined front and short legs."
375585,"Shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets, one back pocket and raw-edge hems."
375917,Hat in felted fabric with a grosgrain band. Width of brim 6 cm.
378124,"Long-sleeved piqué top in fine-knit merino wool with a ribbed collar, button placket and ribbing at the cuffs and hem."
378135,"Jumper in soft, fine-knit merino wool with a round neck, long sleeves and ribbing at the cuffs and hem."
378447,"Jumper in fine-knit merino wool with a V-neck and ribbing around the neckline, cuffs and hem."
380193,"Vest top in cotton jersey with a ribbed neckline, deep armholes with raw edges, and slits in the sides."
382468,"Backpack in woven fabric with a handle and adjustable, padded shoulder straps. Zip at the top, a zipped outer compartment, a zipped inner compartment and a padded back plate. Lined. Size 14x30x42 cm."
384263,"Low-rise joggers in washed stretch denim with hard-worn details, side pockets and welt back pockets. Low crotch and tapered legs with gathered side seams and a zip at the hems."
384482,"Chinos in washed stretch cotton twill with an extended waistband, concealed hook-and-eye fastener, side pockets, and welt back pockets with a button. Slim fit."
386859,T-shirt in premium cotton jersey.
387843,"Long-sleeved top in sweatshirt fabric with a lined, drawstring hood, kangaroo pocket at the front and ribbing at the cuffs and hem. Brushed inside."
388916,Narrow leather belt with a metal buckle. Width 2.5 cm.
389236,"Padded anorak in woven fabric with a lined, padded, drawstring hood and taped zip at the top. Flap front pocket with a press-stud, zipped side pockets and ribbing at the cuffs and hem. Polyester filling. Lined."
391032,"Cap in a marled weave with an appliqué at the front, a contrasting colour peak and an adjustable plastic fastener at the back."
391750,"Suit trousers in woven fabric with a concealed hook-and-eye fastening and zip fly. Side pockets, jetted back pockets with a button and legs with creases. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette. For the matching jacket, search on 0241602."
391772,"Suit trousers in woven fabric with diagonal side pockets and jetted back pockets. Zip fly with a concealed hook-and-eye fastener, and legs with creases. Regular fit – a classic fit with good room for movement over the thighs and knees to create a comfortable, straight silhouette. For the matching jacket search on 0241590."
392126,"Leather weekend bag with two handles and a zip at the top, one handle with a detachable address tag. Detachable adjustable shoulder strap with a padded section. One zipped inner compartment, and studs on the base. Lined. Size approx. 22x27x48 cm."
392220,Narrow tie in satin with jacquard-weave spots. Width 5.5 cm.
392269,"Vest top in soft, marled jersey with a chest pocket and raw, roll edges around the neckline and armholes."
392820,Leather bracelet designed to be wrapped around the wrist with a metal catch in the shape of an anchor.
392938,"Shirt in a stretch premium cotton blend with a narrow turn-down collar, French front and long sleeves with adjustable buttoning at the cuffs. Shaping seams at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist to create a fitted silhouette."
393772,"Joggers in cotton twill with an elasticated drawstring waist, fake fly, side pockets and welt back pockets. Low crotch and tapered legs with gathered seams and a zip at the hems."
394292,"Sunglasses with plastic frames and UV-protective, tinted lenses."
394522,"Shirt in premium cotton with an easy-iron finish. Turn-down collar, French front, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
394798,"Short-sleeved, stretch shirt in a premium cotton blend with a narrow, turn-down collar. Slim fit – a fitted style with shaping seams at the back."
395127,"Shirt in premium cotton with a cutaway collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Varying pattern on the inside of the cuffs and collar stand. Slim Fit – a fit with narrow shoulders and a tapered waist for a fitted silhouette."
396690,Multi-strand bracelet with imitation leather straps and a metal clasp with a magnetic fastener.
397068,5-pocket low-rise jeans in washed stretch denim with a button fly and skinny legs.
397376,Braided elasticated fabric belt with imitation leather details and a metal buckle. Width approx. 3.5 cm.
397688,"5-pocket shorts in washed denim with hard-worn details, a regular waist, button fly and raw-edge hems."
398814,Vest top in ribbed organic cotton jersey.
398863,"Short shorts in woven fabric in a relaxed fit with an elasticated waist with a concealed drawstring, side pockets in the side seams, a welt back pocket and a zip and button at the front."
399589,"Jumper in a soft slub cotton knit with a chest pocket and roll edges around the neckline, cuffs and hem."
400342,"5-pocket, low-rise jeans in washed stretch denim with slim legs. The jeans are made partly from recycled cotton."
400489,"5-pocket jeans in washed denim with a regular waist, button fly and straight legs."
401020,"Cardigan knitted in a soft cotton blend with a shawl collar, off-centre zip down the front and long sleeves."
402595,Gloves in a fine-knit weave with foldover ribbing. Fleece lining.
406155,"Pre-tied bow tie in satin with an adjustable strap with a fastener at the back, and a matching handkerchief. Width of tie 11.5 cm. Size of handkerchief 33x33 cm."
406724,"Sunglasses with metal and plastic frames and tinted, UV-protective lenses."
407354,"Jacket in washed denim with a hood and sleeves in sweatshirt fabric. Collar, jersey-lined drawstring hood, buttons down the front, flap chest pockets with a button and side pockets. Ribbing at the cuffs, and an adjustable tab at the sides of the hem. Unlined."
408104,"Shirt in premium cotton with a narrow turn-down collar and French front. Long sleeves, narrow cuffs with adjustable buttoning, a yoke at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
408884,Narrow metal bracelet. Width 0.5 cm.
410024,"Padded bomber jacket in woven fabric with a slight sheen, with a ribbed stand-up collar and zip down the front. Flap side pockets with a press-stud, one inner pocket and ribbing at the cuffs and hem. Quilted lining."
411499,Derby shoes in imitation leather with open lacing and pointed toes. Fabric linings and insoles and rubber soles. Heel approx. 3 cm.
411565,Glasses with metal and plastic frames and clear lenses.
411569,Narrow tie in a satin weave. Width 5 cm.
411758,5-pocket trousers in stretch cotton twill with a regular waist and slim legs.
412031,"Low-rise jeans in washed stretch denim with a brushed finish, with front and back pockets and skinny legs with seams and raw, frayed details at the knees."
412664,Scarf in a soft rib knit. Size 27x185 cm.
412869,"Fine-knit fingerless gloves with matching, rib-knit wrist warmers that can be worn together or separately."
413763,Mittens knitted in a wool blend with a front flap that can be fastened back with a button to reveal a pair of fingerless gloves.
413965,Hat in a soft rib knit with an appliqué on the turned-up edge.
414102,Gloves in a felted wool blend with ribbing at the top and an adjustable tab with press-studs. Fleece lining.
416089,"Bracelets in various designs. Two are made of waxed cotton cord, one decorated with metal beads. The other two are made of elastic with wooden beads, one decorated with metal beads."
416157,"5-pocket trousers in washed, slightly stretchy twill with a regular waist, zip fly and skinny legs. Skinny fit."
416387,Slightly wider leather belt with an antiqued metal buckle. Width 4.5 cm.
416905,"Hat in a soft knit with earflaps, faux fur details, a sewn-in turn-up at the front and ties under the chin. Fleece lining."
416911,Hat in rib-knit cotton with an appliqué on the front of the turned-up hem.
417855,Leather belt with a metal buckle. Width 4 cm.
418662,Double-layer hat in a soft rib knit.
420264,"Set with a bow tie and lapel pin. Pre-tied bow tie in a jacquard weave with an adjustable strap and fastening at the back. Metal lapel pin with a decorative flower in jacquard-weave fabric. Length of pin 7cm, width of bow tie 12 cm."
422106,"Jacket in sweatshirt fabric with a lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Brushed inside."
423539,Hat and scarf set in soft rib-knit wool containing some cashmere. Hat with a turned-up hem. Size of scarf 27x170 cm.
425173,Cap in marled fabric with imitation suede details and an adjustable plastic fastener at the back..
425978,Flat cap containing some wool. Lined.
427159,"5-pocket jeans in washed stretch denim with hard-worn details, a regular waist, button fly and skinny legs."
427558,"Single-breasted jacket in a marled cotton weave with peak lapels, a decorative buttonhole, chest pocket, welt front pockets with a flap and one inner pocket. Elbow patches in imitation suede, decorative buttons at the cuffs and a single back vent. Half-lined. Slim fit that tapers at the chest and waist, which combined with slightly narrower sleeves creates a fitted silhouette."
430596,Pre-tied bow tie with an adjustable strap at the back and matching handkerchief in woven fabric. Width of bow tie 11 cm. Size of handkerchief 30x30 cm.
437668,Derby shoes with open lacing at the front. Fabric linings and insoles and rubber soles. Heel 2.5 cm.
440144,Straight-cut cotton jersey T-shirt with a slightly wider neckline.
441386,"Joggers in sweatshirt fabric with an elasticated drawstring waist, zipped side pockets, a low crotch and tapered legs with seams at the knees and ribbed hems."
443078,Shirt in easy-iron premium cotton with a cut-away collar and French front. Long sleeves with adjustable buttoning at the narrow cuffs and a rounded hem. Contrasting colour on the inside of the collar stand and cuffs. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette.
443262,Vest top in cotton jersey with a chest pocket.
443860,"Fine-knit polo shirt in a silk and cotton blend with a button placket and ribbing at the collar, cuffs and hem."
444404,"Two-button jacket in a cotton weave with stretch. Notch lapels, a chest pocket, welt front pockets and two inner pockets. Long sleeves with decorative buttons at the cuffs and a single back vent. Lined. Skinny fit – a slightly shorter style that shapes in at the chest and tapers sharply at the waist. This combined with narrow shoulders and sleeves creates a completely fitted silhouette."
446367,Leather wallet with eight card slots and four larger compartments. Fabric lining. Size 10x11.5 cm.
447681,"Jacket in washed denim with buttons down the front and at the cuffs, flap chest pockets with a button, side pockets, and adjustable tabs at the sides of the hem. The jacket has hard-worn details and has been treated to give it a used, slightly dirty look. These effects mean the appearance of each jacket can vary."
447692,"Long-sleeved top in thin sweatshirt fabric made from a cotton blend with ribbing around the neckline, cuffs and hem. Soft brushed inside."
447694,"Shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets and one back pocket. Brushed inside."
447795,Trainers in scuba fabric and mesh with a rubber section that extends across the foot with lacing and around the back of the heel. Mesh linings and insoles and rubber soles.
448262,T-shirt in printed cotton jersey with a chest pocket and sewn-in turn-ups on the sleeves.
448831,"Short swim shorts with an elasticated drawstring waist, side pockets and a welt back pocket with a hook and loop fastening. Mesh inner shorts."
449263,"T-shirt in soft jersey with a slightly wider, raw-edge neckline, seam centre back and short, raw-edged sleeves. Slightly longer and rounded at the back."
449897,"5-pocket jeans in washed stretch denim with a regular waist, button fly and slim legs."
450333,Hat in loosely braided straw with a narrow imitation suede band. Width of brim approx. 7 cm.
450780,"Top in washed cotton sweatshirt fabric with a lined, drawstring hood with a wrapover front, dropped shoulders, long sleeves, a kangaroo pocket and ribbing at the cuffs and hem."
451019,"Long-sleeved shirt in soft twill with a concealed button-down collar, flap chest pockets, a yoke at the back and buttoned cuffs. Regular fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette."
451229,5-pocket low-rise jeans in washed stretch denim with a button fly and skinny legs.
451286,"Two-button jacket in a slightly stretchy cotton weave with notch lapels, a decorative buttonhole, one chest pocket, flap front pockets and two inner pockets. Decorative buttons at the cuffs and a single back vent. Lined. Slim fit with a tapered waist and narrow shoulders to create a fitted silhouette."
451290,"Single-breasted jacket in a stretch weave containing some wool with narrow notch lapels, a decorative buttonhole and a fastening with two buttons at the front. Chest pocket, flap front pockets and two inner pockets, one with a button. Decorative buttons at the cuffs and a single back vent. Lined. Skinny Fit – a slightly shorter style that shapes in at the chest and tapers sharply at the waist. This combined with narrow shoulders and sleeves creates a completely fitted silhouette."
451294,"Two-button jacket in a woven cotton blend with a decorative buttonhole on one lapel, chest pocket, flap front pockets and three inner pockets, one with a button. Decorative buttons at the cuffs and a single back vent. Lined. Slim fit that tapers at the chest and waist, which combined with slightly narrower sleeves creates a fitted silhouette."
451380,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and skinny legs."
451402,"Suit trousers in a slightly stretchy cotton weave with a concealed hook-and-eye fastener and zip fly. Pockets in the side seams, welt back pockets and creases. Slim fit."
451541,"V-neck T-shirts in stretch, cotton-blend jersey. Slim fit."
451599,"Tube scarf in a soft rib knit. Width 30 cm, circumference 125 cm."
451720,Rib-knit hat in a soft cotton blend with a roll-edge hem.
452516,"Suit trousers in a stretch weave containing some wool with an extended waistband with a concealed hook-and-eye fastener and zip fly with a button. Diagonal side pockets, welt back pockets and legs with creases. Skinny fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette. For the matching jacket, search on 0451290."
452818,Fine-knit socks in a cotton blend with elasticated tops.
452898,Shorts in sweatshirt fabric with an elasticated drawstring waist and side pockets.
453258,"Jacket in washed denim with worn details, side pockets, flap chest pockets with a button and buttons at the cuffs."
454544,"Joggers in sweatshirt fabric with an elasticated drawstring waist and side and back pockets. Legs with decorative stitching, quilted sections and ribbed hems. Soft brushed inside."
456032,"Knee-length shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets, a back pocket and raw-edge hems."
456634,T-shirt in cotton jersey.
458428,"5-pocket jeans in washed stretch denim with a regular waist, button fly and skinny legs with quilted sections on the knees."
459307,Hat in braided straw with a woven fabric band. Width of brim 3.5 cm.
459428,"Long T-shirt in jersey with a washed look, with a drawstring hood, short sleeves with sewn-in turn-ups, and a rounded, raw-edge hem."
461327,Polo-neck jumper in fine-knit premium cotton with ribbing at the cuffs and hem.
462162,"5-pocket jeans in washed stretch denim with a regular waist, button fly and slightly wider, tapered legs."
463117,Imitation suede cap with an adjustable fastener at the back. Mesh lining.
464610,"Narrow, reversible belt with a metal buckle. One side in leather, the other in suede. Width 3 cm."
465816,Embossed metal rings in various designs.
465862,Two necklaces with different metal chains. The thinner chain has a feather-shaped metal pendant. The thicker chain has a polished plastic and metal pendant. Length 51 cm and 65 cm.
466579,"5-pocket slim-fit jeans in washed denim with a regular waist, zip fly with a button and slightly shorter legs."
466595,"Chinos in washed stretch cotton twill with a zip fly, side pockets and welt back pockets. Slim fit which is relaxed over the thighs and tapers from the knees down for a relaxed, well-tailored look."
466599,"Trousers in woven fabric with an elasticated drawstring waist, concealed hook-and-eye fastener and zip fly. Side pockets, a welt back pocket and wide, tapered legs."
466917,"Patterned shirt jacket in a cotton weave with a print motif on the back, a collar, zip down the front, chest pocket and buttoned cuffs. Unlined."
466987,Shirt in checked cotton flannel with a collar and chest pocket. Regular fit.
467191,"Bomber jacket in a cotton weave with a zip down the front, zipped sleeve pocket and flap side pockets with a press-stud. Ribbing around the neckline, cuffs and hem. Unlined."
467297,"Cargo trousers in washed stretch twill with a zip fly and button, side pockets and flap back and leg pockets with a concealed press-stud. Tapered legs with shaped knees."
467738,Leather belt with a metal buckle. Width 3.5 cm.
468013,Cardigan in soft fleece with a hood and side pockets. No fasteners.
468345,"Short-sleeved polo shirt in stretch, cotton-blend jersey with a collar and button placket. Slim fit."
469001,"Scarf in a soft, textured knit with ribbed edges. Size 50x170 cm."
469021,Herringbone-patterned scarf in soft fabric with fringes along the short sides. Size 50x190 cm.
470167,Scarf in a soft weave with fringes on the short sides. The scarf is made partly from recycled polyester. Size 52x190 cm.
470361,Hat in braided paper straw with a grosgrain band. Mesh lining. Width of brim approx. 4 cm.
471714,"Knee-length shorts in a cotton weave with a button fly, side pockets and a welt back pocket with a button."
474461,"Chino shorts in washed cotton poplin with a zip fly, side pockets, welt back pockets with a button and legs with creases."
474471,Long 5-pocket shorts in cotton twill with a regular waist and slightly lower crotch.
475791,"Espadrilles in fabric with a braided jute trim around the soles, elastic gores in the sides and a loop at the back. Cotton canvas linings and insoles and thermoplastic rubber (TPR) soles."
475827,Moccasins in suede with a decorative seam at the front. Leather linings and insoles and rubber half-soles.
476315,"Short-sleeved polo shirt in cotton jersey with a collar, button placket and slits in the sides."
477163,"Windbreaker in woven fabric with a mesh-lined, drawstring hood, zip down the front, jetted side pockets and an inner pocket. Sturdy ribbing at the cuffs and hem. Mesh lining."
478992,"Long, 5-pocket denim shorts with a regular waist, zip fly and button, slightly lower crotch and slim legs."
479095,"Shorts in a linen blend with an elasticated, drawstring waist, concealed hook-and-eye fastening, zip fly, side pockets and a welt back pocket. Relaxed Fit."
479294,V-neck T-shirt in premium cotton jersey.
479453,Loafers in soft leather with a moccasin seam at the front. Leather linings and insoles and thermoplastic rubber (TPR) soles. Heel 1.5 cm.
479483,"Boxer shorts in microfibre with short legs, an elasticated waist and lined front."
480304,T-shirt in printed cotton jersey.
480812,"Twill cap with an imitation leather appliqué at the front, a contrasting colour peak and an adjustable plastic fastener at the back."
481420,"Trousers in a cotton weave with a regular waist, zip fly, diagonal side pockets, welt back pockets and slim legs. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette."
481696,Leather belt with a metal buckle. Width 4 cm.
482258,"Knee-length shorts in patterned cotton twill with a button fly, side pockets and welt back pockets."
482263,"5-pocket low-rise shorts in twill with hard-worn details, a button fly and skinny legs with seams across the front."
483290,"Fine-knit T-shirt in slub cotton yarn with an open chest pocket with roll edge, seam centre back and roll edges around the neckline, sleeves and hem."
483299,Short-sleeved shirt in a patterned cotton weave with a chest pocket. Regular fit.
484212,"Mesh trainers with wide, wrapover elastic straps at the front and a fixed tongue with a loop. Mesh linings and insoles and rubber soles."
484260,"Short cotton twill shorts with elastication and a concealed drawstring at the waist, slightly lower crotch and fake fly. Side pockets, welt back pockets and tapered legs with short slits in the sides."
484262,"Knee-length shorts in cotton corduroy with a zip fly and button, side pockets and welt back pockets."
484864,"Sunglasses with plastic frames and UV-protective, tinted lenses."
484911,"5-pocket, ankle-length jeans in washed stretch denim with hard-worn details, a regular waist and skinny legs."
485052,"Vest top in soft washed cotton jersey with hard-worn details, deep, raw-edge armholes and short slits in the sides."
485240,"Watch in stainless steel with an adjustable leather strap and metal buckle. Width of strap approx. 2 cm, total length 23 cm. Diameter of watch 3.6 cm."
485241,"Metal watch with an adjustable strap in nylon with a metal buckle. Width of strap 2 cm, total length 24.5 cm. Diameter of watch 3.5 cm."
488561,"Knee-length shorts in soft washed cotton with an elasticated drawstring waist, fake fly, side pockets and welt back pockets with a button."
488697,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.
490829,"Sandals in woven fabric with an adjustable, lightly padded hook and loop tab at the front and at the back of the heel. Moulded rubber soles, fluted underneath."
491532,"Polo shirt in premium cotton piqué with a ribbed collar, button placket, short sleeves with ribbed trims, and short slits in the sides."
491912,"Chinos in washed cotton twill with a regular waist, zip fly and button, side pockets, welt back pockets and skinny legs. Skinny fit."
491913,"Chinos in soft, washed cotton twill with a zip fly, side pockets and welt back pockets. Slim fit which is relaxed over the thighs and tapers from the knees down for a relaxed, well-tailored look."
491992,Elastic bracelets with wooden beads.
492171,"5-pocket jeans in washed denim with a regular waist, button fly and straight legs."
494088,"Trainers in imitation leather with lacing at the front, mesh linings and insoles and rubber soles."
494094,Flip-flops with rubber straps and fluted rubber soles.
494570,"Knee-length shorts in a cotton weave with an elasticated drawstring waist, zip fly and button, side pockets and a welt back pocket."
495030,Socks in a fine-knit cotton blend designed to be hidden inside your shoes. The socks have elastication around the openings and a concealed silicone trim around the heel for best fit.
495560,Dress shirt in a cotton weave with a cutaway collar and bib French front with pin-tucks. Long sleeves with adjustable buttoning at the cuffs and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette.
495616,"Straight-cut cardigan in fine-knit long-staple cotton with a silver-plated zip down the front. Ribbing at the neckline, cuffs and hem."
495680,"Jumper in a textured cotton knit containing some merino wool with ribbing around the neckline, cuffs and hem."
495685,Fine-knit polo-neck jumper in soft merino wool with long sleeves and ribbing at the cuffs and hem.
495692,"Jumper in a textured cotton knit containing some wool with ribbing around the neckline, cuffs and hem."
495695,"Jumper in fine-knit lambswool with a round neck, long sleeves and ribbing at the neckline, cuffs and hem."
495705,Fine-knit polo-neck jumper in a soft wool blend with long raglan sleeves and ribbing at the cuffs and hem.
495725,"Shirt in a cotton weave with a button-down collar, classic front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Regular fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
495728,"Shirt in dobby-weave premium cotton with a narrow turn-down collar and French front. Long sleeves, narrow cuffs with adjustable buttoning, a yoke at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
495730,"Striped shirt in premium cotton with a narrow turn-down collar and French front. Long sleeves with adjustable buttoning at the cuffs, a yoke at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
495733,"Shirt in soft, lightweight premium cotton flannel with a cutaway collar and French front. Open chest pocket, yoke at the back, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette."
495742,"Shirt in a patterned cotton weave with a turn-down collar, French front, long sleeves with adjustable buttoning at the cuffs and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
495884,"Lightly padded parka in a cotton weave with a pile-lined drawstring hood, zip and wind flap with press-studs down the front, and inner ribbing at the cuffs. Flap front pockets with a press-stud, and concealed side pockets. Quilted lining."
495979,"Polo shirt in cotton piqué with a print motif. Ribbed collar, button placket, short slits in the sides and short sleeves with ribbed trims."
495986,T-shirt in cotton jersey with a text print and dropped shoulders in a relaxed fit.
496202,Knee-length shorts in a stretch weave with an elasticated waist and zip fly with a concealed hook-and-eye fastening. Concealed side pockets and back pockets.
497352,"Two-button jacket in stretch cotton seersucker with notch lapels, a welt chest pocket, patch pockets and two inner pockets. One button at the cuffs. Lined. Slim fit that tapers at the chest and waist, which combined with slightly narrower sleeves creates a fitted silhouette."
497353,"Two-button jacket in cotton-blend jersey with notch lapels, patch pockets and a straight-cut hem. Unlined. Slim fit that tapers at the chest and waist, which combined with slightly narrower sleeves creates a fitted silhouette."
497358,"Two-button jacket in sturdy stretch jersey with narrow notch lapels, a chest pocket, welt front pockets and an inner pocket.  Lined sleeves. Slim fit that tapers at the chest and waist, which combined with slightly narrower sleeves creates a fitted silhouette."
497361,"Two-button jacket in dogtooth-patterned fabric with peak lapels, a chest pocket, flap front pockets and three inner pockets, one with a button. Decorative buttons at the cuffs and a single back vent. Lined. Slim fit that tapers at the chest and waist, which combined with slightly narrower sleeves creates a fitted silhouette."
497366,"Tuxedo jacket in woven fabric with a satin shawl collar, chest pocket, jetted front pockets and two inner pockets. Fastening with one button at the front, a button at the cuffs and a single back vent. Lined. Slim Fit – a fit that tapers at the chest and waist, which combined with slightly narrower sleeves creates a fitted silhouette. The jacket is made partly from recycled polyester."
497369,"Three-button jacket in a wool blend with notch lapels with a decorative buttonhole, welt side pockets and an inner pocket. Unlined. Slim fit that tapers at the chest and waist, which combined with slightly narrower sleeves creates a fitted silhouette."
497637,"Nylon jacket with a zip down the front, flap front pockets with a press-stud, a zipped sleeve pocket and one inner pocket. Ribbing around the neckline, cuffs and hem. Fine-knit lining."
